OptionLongName,Strike,Expiration,CallPut,ImpliedVolatility,Volume,OpenInterest,Delta
SPXW 140131P1610000,1610,1/31/2014,P,0.261455,0,0,-0.029192
SPXW 140131P1615000,1615,1/31/2014,P,0.257889,0,0,-0.030375
SPXW 140131P1620000,1620,1/31/2014,P,0.254932,0,0,-0.031927
SPXW 140131P1625000,1625,1/31/2014,P,0.251221,0,2,-0.033179
SPXW 140131P1630000,1630,1/31/2014,P,0.248699,0,0,-0.035142
SPXW 140131P1635000,1635,1/31/2014,P,0.244233,43,0,-0.036135
SPXW 140131P1640000,1640,1/31/2014,P,0.240918,0,0,-0.037848
SPXW 140131P1645000,1645,1/31/2014,P,0.238071,43,0,-0.039947
SPXW 140131P1650000,1650,1/31/2014,P,0.234017,0,0,-0.041417
SPXW 140131P1655000,1655,1/31/2014,P,0.230958,0,0,-0.043624
SPXW 140131P1660000,1660,1/31/2014,P,0.227778,275,0,-0.04589
SPXW 140131P1665000,1665,1/31/2014,P,0.224483,0,0,-0.04822
SPXW 140131P1670000,1670,1/31/2014,P,0.221078,0,0,-0.05062
SPXW 140131P1675000,1675,1/31/2014,P,0.21801,5,8,-0.053436
SPXW 140131C1680000,1680,1/31/2014,C,0.216155,15,0,0.941092
SPXW 140131P1680000,1680,1/31/2014,P,0.214806,55,27,-0.056333
SPXW 140131C1685000,1685,1/31/2014,C,0.212354,0,0,0.938455
SPXW 140131P1685000,1685,1/31/2014,P,0.211472,5,0,-0.059317
SPXW 140131C1690000,1690,1/31/2014,C,0.205296,0,0,0.938477
SPXW 140131P1690000,1690,1/31/2014,P,0.208013,70,10,-0.062398
SPXW 140131C1695000,1695,1/31/2014,C,0.205228,0,0,0.932211
SPXW 140131P1695000,1695,1/31/2014,P,0.204811,10,0,-0.065922
SPXW 140131C1700000,1700,1/31/2014,C,0.198947,0,0,0.931323
SPXW 140131P1700000,1700,1/31/2014,P,0.202179,629,36,-0.070234
SPXW 140131C1705000,1705,1/31/2014,C,0.199025,0,0,0.924165
SPXW 140131P1705000,1705,1/31/2014,P,0.197977,0,0,-0.073319
SPXW 140131C1710000,1710,1/31/2014,C,0.196009,0,0,0.919614
SPXW 140131P1710000,1710,1/31/2014,P,0.195018,576,0,-0.077888
SPXW 140131C1715000,1715,1/31/2014,C,0.192187,0,0,0.915581
SPXW 140131P1715000,1715,1/31/2014,P,0.191875,0,0,-0.0826
SPXW 140131C1720000,1720,1/31/2014,C,0.189447,0,0,0.910063
SPXW 140131P1720000,1720,1/31/2014,P,0.188557,61,150,-0.087471
SPXW 140131C1725000,1725,1/31/2014,C,0.183593,0,0,0.907679
SPXW 140131P1725000,1725,1/31/2014,P,0.185648,0,3020,-0.093176
SPXW 140131C1730000,1730,1/31/2014,C,0.182777,0,0,0.899153
SPXW 140131P1730000,1730,1/31/2014,P,0.182529,20,13,-0.099067
SPXW 140131C1735000,1735,1/31/2014,C,0.176237,0,0,0.896986
SPXW 140131P1735000,1735,1/31/2014,P,0.179209,0,3,-0.105167
SPXW 140131C1740000,1740,1/31/2014,C,0.173357,0,0,0.889974
SPXW 140131P1740000,1740,1/31/2014,P,0.176201,760,1074,-0.112137
SPXW 140131C1745000,1745,1/31/2014,C,0.171218,0,0,0.881431
SPXW 140131P1745000,1745,1/31/2014,P,0.172963,1044,2521,-0.119356
SPXW 140131C1750000,1750,1/31/2014,C,0.170144,0,0,0.8708
SPXW 140131P1750000,1750,1/31/2014,P,0.169966,48,802,-0.127473
SPXW 140131C1755000,1755,1/31/2014,C,0.165555,18,0,0.864222
SPXW 140131P1755000,1755,1/31/2014,P,0.166716,35,1061,-0.135904
SPXW 140131C1760000,1760,1/31/2014,C,0.163375,0,0,0.853638
SPXW 140131P1760000,1760,1/31/2014,P,0.163646,42,51,-0.145255
SPXW 140131C1765000,1765,1/31/2014,C,0.159634,0,0,0.8445
SPXW 140131P1765000,1765,1/31/2014,P,0.161108,0,503,-0.156132
SPXW 140131C1770000,1770,1/31/2014,C,0.156826,0,0,0.8332
SPXW 140131P1770000,1770,1/31/2014,P,0.157856,426,3,-0.16682
SPXW 140131C1775000,1775,1/31/2014,C,0.154433,0,0,0.820369
SPXW 140131P1775000,1775,1/31/2014,P,0.155055,2,1906,-0.17906
SPXW 140131C1780000,1780,1/31/2014,C,0.151667,0,0,0.807105
SPXW 140131P1780000,1780,1/31/2014,P,0.151915,50,30,-0.191776
SPXW 140131C1785000,1785,1/31/2014,C,0.148879,0,10,0.792815
SPXW 140131P1785000,1785,1/31/2014,P,0.149122,0,52,-0.206058
SPXW 140131C1790000,1790,1/31/2014,C,0.146038,0,30,0.777468
SPXW 140131P1790000,1790,1/31/2014,P,0.1466,0,51,-0.22187
SPXW 140131C1795000,1795,1/31/2014,C,0.143428,0,40,0.760571
SPXW 140131P1795000,1795,1/31/2014,P,0.143971,0,99,-0.238725
SPXW 140131C1800000,1800,1/31/2014,C,0.141282,0,30,0.741742
SPXW 140131P1800000,1800,1/31/2014,P,0.140914,502,3629,-0.256256
SPXW 140131C1805000,1805,1/31/2014,C,0.138936,0,30,0.721885
SPXW 140131P1805000,1805,1/31/2014,P,0.138587,572,39,-0.27616
SPXW 140131C1810000,1810,1/31/2014,C,0.136373,0,10,0.70093
SPXW 140131P1810000,1810,1/31/2014,P,0.136594,2000,38,-0.297857
SPXW 140131C1815000,1815,1/31/2014,C,0.132497,0,11,0.680031
SPXW 140131P1815000,1815,1/31/2014,P,0.134329,0,21,-0.320588
SPXW 140131C1820000,1820,1/31/2014,C,0.130252,0,10,0.655601
SPXW 140131P1820000,1820,1/31/2014,P,0.132035,485,124,-0.344727
SPXW 140131C1825000,1825,1/31/2014,C,0.127677,10,160,0.629994
SPXW 140131P1825000,1825,1/31/2014,P,0.12942,2006,120,-0.37003
SPXW 140131C1830000,1830,1/31/2014,C,0.125747,13,20,0.602335
SPXW 140131P1830000,1830,1/31/2014,P,0.127208,0,26,-0.397176
SPXW 140131C1835000,1835,1/31/2014,C,0.123158,0,34,0.573664
SPXW 140131P1835000,1835,1/31/2014,P,0.124844,31,167,-0.425656
SPXW 140131C1840000,1840,1/31/2014,C,0.121347,2,1513,0.543234
SPXW 140131P1840000,1840,1/31/2014,P,0.123259,3,175,-0.455745
SPXW 140131C1845000,1845,1/31/2014,C,0.119287,12,21,0.5117
SPXW 140131P1845000,1845,1/31/2014,P,0.120952,12,10,-0.486798
SPXW 140131C1850000,1850,1/31/2014,C,0.118152,2011,1102,0.479331
SPXW 140131P1850000,1850,1/31/2014,P,0.119339,5,31,-0.51885
SPXW 140131C1855000,1855,1/31/2014,C,0.115494,1,100,0.445697
SPXW 140131P1855000,1855,1/31/2014,P,0.116937,0,40,-0.551997
SPXW 140131C1860000,1860,1/31/2014,C,0.113699,11,114,0.411743
SPXW 140131P1860000,1860,1/31/2014,P,0.115415,0,10,-0.585302
SPXW 140131C1865000,1865,1/31/2014,C,0.112027,2,506,0.377613
SPXW 140131P1865000,1865,1/31/2014,P,0.112272,0,27,-0.620615
SPXW 140131C1870000,1870,1/31/2014,C,0.111255,0,20,0.344789
SPXW 140131P1870000,1870,1/31/2014,P,0.110468,0,37,-0.654847
SPXW 140131C1875000,1875,1/31/2014,C,0.109586,2000,656,0.311244
SPXW 140131P1875000,1875,1/31/2014,P,0.109042,0,63,-0.688186
SPXW 140131C1880000,1880,1/31/2014,C,0.108046,481,7,0.278559
SPXW 140131P1880000,1880,1/31/2014,P,0.107478,0,42,-0.721044
SPXW 140131C1885000,1885,1/31/2014,C,0.107279,15,9,0.248474
SPXW 140131P1885000,1885,1/31/2014,P,0.107289,0,10,-0.750018
SPXW 140131C1890000,1890,1/31/2014,C,0.106827,7,17,0.220588
SPXW 140131P1890000,1890,1/31/2014,P,0.106518,0,0,-0.77861
SPXW 140131C1895000,1895,1/31/2014,C,0.106116,38,5,0.193846
SPXW 140131P1895000,1895,1/31/2014,P,0.105788,0,0,-0.805424
SPXW 140131C1900000,1900,1/31/2014,C,0.105528,45,76,0.169219
SPXW 140131P1900000,1900,1/31/2014,P,0.105558,0,0,-0.829222
SPXW 140131C1905000,1905,1/31/2014,C,0.10559,25,38,0.148005
SPXW 140131P1905000,1905,1/31/2014,P,0.105212,0,0,-0.851394
SPXW 140131C1910000,1910,1/31/2014,C,0.105675,6,41,0.128792
SPXW 140131P1910000,1910,1/31/2014,P,0.105267,0,0,-0.870662
SPXW 140131C1915000,1915,1/31/2014,C,0.105886,52,52,0.111734
SPXW 140131P1915000,1915,1/31/2014,P,0.105949,0,0,-0.886637
SPXW 140131C1920000,1920,1/31/2014,C,0.105523,141,66,0.095221
SPXW 140131P1920000,1920,1/31/2014,P,0.103587,0,0,-0.907454
SPXW 140131C1925000,1925,1/31/2014,C,0.107005,32,121,0.084269
SPXW 140131P1925000,1925,1/31/2014,P,0.104238,0,0,-0.919861
SPXW 140131C1930000,1930,1/31/2014,C,0.10761,113,33,0.072909
SPXW 140131P1930000,1930,1/31/2014,P,0.104882,0,0,-0.930792
SPXW 140131C1935000,1935,1/31/2014,C,0.108658,30,10,0.063671
SPXW 140131P1935000,1935,1/31/2014,P,0.108802,0,0,-0.934584
SPXW 140131C1940000,1940,1/31/2014,C,0.109545,143,260,0.055285
SPXW 140131P1940000,1940,1/31/2014,P,0.110145,0,0,-0.94223
SPXW 140131C1945000,1945,1/31/2014,C,0.110781,10,85,0.048467
SPXW 140131P1945000,1945,1/31/2014,P,0.106991,0,0,-0.955773
SPXW 140131C1950000,1950,1/31/2014,C,0.112044,182,0,0.042524
SPXW 140131P1950000,1950,1/31/2014,P,0.11333,0,0,-0.954155
SPXW 140131C1960000,1960,1/31/2014,C,0.115015,0,0,0.033285
SPXW 140131P1960000,1960,1/31/2014,P,0.110529,0,10,-0.97046
SPXW 140131C1975000,1975,1/31/2014,C,0.119993,0,0,0.023717
SPXW 140131P1975000,1975,1/31/2014,P,0.112824,0,0,-0.981103
SPXW 140131C2000000,2000,1/31/2014,C,0.130961,0,150,0.01561
SPXW 140131P2000000,2000,1/31/2014,P,0.113359,0,0,-0.992195
SPXW 140131C2025000,2025,1/31/2014,C,0.14219,65,0,0.01098
SPXW 140131P2025000,2025,1/31/2014,P,0.138513,0,0,-0.989198
SPX 140222P600000,600,2/22/2014,P,0.968701,0,0,-0.000514
SPX 140222P700000,700,2/22/2014,P,0.856204,0,0,-0.000718
SPX 140222P750000,750,2/22/2014,P,0.797799,0,0,-0.000771
SPX 140222P800000,800,2/22/2014,P,0.743166,0,95,-0.000828
SPX 140222P850000,850,2/22/2014,P,0.691834,0,0,-0.000889
SPX 140222P900000,900,2/22/2014,P,0.567032,0,125,-0.00024
SPX 140222P950000,950,2/22/2014,P,0.586132,0,0,-0.000851
SPX 140222P975000,975,2/22/2014,P,0.564454,0,0,-0.000883
SPX 140222P1000000,1000,2/22/2014,P,0.487382,375,12172,-0.000279
SPX 140222P1025000,1025,2/22/2014,P,0.49374,0,0,-0.000528
SPX 140222P1050000,1050,2/22/2014,P,0.474583,0,54,-0.000549
SPX 140222P1075000,1075,2/22/2014,P,0.492357,0,10,-0.001242
SPX 140222P1100000,1100,2/22/2014,P,0.437536,0,194,-0.000594
SPX 140222P1110000,1110,2/22/2014,P,0.47279,0,0,-0.00153
SPX 140222P1120000,1120,2/22/2014,P,0.465006,0,4,-0.001555
SPX 140222P1125000,1125,2/22/2014,P,0.473872,2339,128,-0.001992
SPX 140222P1130000,1130,2/22/2014,P,0.469927,0,0,-0.002008
SPX 140222P1140000,1140,2/22/2014,P,0.44217,0,40,-0.001379
SPX 140222P1150000,1150,2/22/2014,P,0.448501,825,11672,-0.001857
SPX 140222P1160000,1160,2/22/2014,P,0.440869,0,27,-0.001888
SPX 140222P1170000,1170,2/22/2014,P,0.453142,0,100,-0.002788
SPX 140222P1175000,1175,2/22/2014,P,0.435121,0,7862,-0.002163
SPX 140222P1180000,1180,2/22/2014,P,0.431329,0,130,-0.002181
SPX 140222P1185000,1185,2/22/2014,P,0.441446,0,0,-0.002859
SPX 140222P1190000,1190,2/22/2014,P,0.428758,0,0,-0.002445
SPX 140222P1195000,1195,2/22/2014,P,0.42004,0,0,-0.002238
SPX 140222P1200000,1200,2/22/2014,P,0.425702,0,4499,-0.002713
SPX 140222P1205000,1205,2/22/2014,P,0.407253,0,0,-0.002038
SPX 140222P1210000,1210,2/22/2014,P,0.413696,0,10,-0.002531
SPX 140222P1215000,1215,2/22/2014,P,0.405186,0,0,-0.002316
SPX 140222P1220000,1220,2/22/2014,P,0.406248,0,50,-0.002575
SPX 140222P1225000,1225,2/22/2014,P,0.406874,0,5572,-0.002833
SPX 140222P1230000,1230,2/22/2014,P,0.40315,0,10,-0.002858
SPX 140222P1235000,1235,2/22/2014,P,0.395178,0,0,-0.002645
SPX 140222P1240000,1240,2/22/2014,P,0.395741,0,62,-0.002909
SPX 140222P1245000,1245,2/22/2014,P,0.387863,0,0,-0.002692
SPX 140222P1250000,1250,2/22/2014,P,0.388384,0,11791,-0.002962
SPX 140222P1255000,1255,2/22/2014,P,0.388556,0,1,-0.003231
SPX 140222P1260000,1260,2/22/2014,P,0.381079,0,31,-0.003017
SPX 140222P1265000,1265,2/22/2014,P,0.381213,0,0,-0.003291
SPX 140222P1270000,1270,2/22/2014,P,0.384345,60,1232,-0.003805
SPX 140222P1275000,1275,2/22/2014,P,0.380649,70,1613,-0.003841
SPX 140222P1280000,1280,2/22/2014,P,0.373731,0,30,-0.003633
SPX 140222P1285000,1285,2/22/2014,P,0.373294,0,15,-0.003913
SPX 140222P1290000,1290,2/22/2014,P,0.369635,1,24,-0.003949
SPX 140222P1295000,1295,2/22/2014,P,0.365988,0,50,-0.003987
SPX 140222P1300000,1300,2/22/2014,P,0.368118,83,5090,-0.004519
SPX 140222P1305000,1305,2/22/2014,P,0.361661,0,50,-0.004316
SPX 140222P1310000,1310,2/22/2014,P,0.360785,1,18,-0.004606
SPX 140222P1315000,1315,2/22/2014,P,0.357136,0,0,-0.004651
SPX 140222P1320000,1320,2/22/2014,P,0.356085,1,19,-0.004946
SPX 140222P1325000,1325,2/22/2014,P,0.347184,0,241,-0.004486
SPX 140222P1330000,1330,2/22/2014,P,0.346258,0,12,-0.004789
SPX 140222P1335000,1335,2/22/2014,P,0.347582,0,0,-0.005348
SPX 140222P1340000,1340,2/22/2014,P,0.343946,0,111,-0.005402
SPX 140222P1345000,1345,2/22/2014,P,0.337955,0,1,-0.005198
SPX 140222P1350000,1350,2/22/2014,P,0.338956,0,1750,-0.00577
SPX 140222P1355000,1355,2/22/2014,P,0.337475,0,1,-0.006085
SPX 140222P1360000,1360,2/22/2014,P,0.333843,0,13,-0.006148
SPX 140222P1365000,1365,2/22/2014,P,0.330221,0,1,-0.006212
SPX 140222P1370000,1370,2/22/2014,P,0.32661,0,38,-0.006276
SPX 140222P1375000,1375,2/22/2014,P,0.32878,0,69,-0.007125
SPX 140222P1380000,1380,2/22/2014,P,0.323294,0,7,-0.006939
SPX 140222P1385000,1385,2/22/2014,P,0.32327,0,3,-0.007535
SPX 140222P1390000,1390,2/22/2014,P,0.321328,0,8,-0.007876
SPX 140222P1395000,1395,2/22/2014,P,0.315999,0,3,-0.007698
SPX 140222P1400000,1400,2/22/2014,P,0.315665,200,13416,-0.008309
SPX 140222P1405000,1405,2/22/2014,P,0.313584,0,13,-0.008662
SPX 140222P1410000,1410,2/22/2014,P,0.309937,0,23,-0.008758
SPX 140222P1415000,1415,2/22/2014,P,0.309244,0,4,-0.009383
SPX 140222P1420000,1420,2/22/2014,P,0.305587,2,29,-0.009488
SPX 140222P1425000,1425,2/22/2014,P,0.30333,0,1874,-0.00986
SPX 140222P1430000,1430,2/22/2014,P,0.30234,0,14,-0.010502
SPX 140222P1435000,1435,2/22/2014,P,0.301193,0,4,-0.011149
SPX 140222P1440000,1440,2/22/2014,P,0.299906,0,208,-0.011801
SPX 140222P1445000,1445,2/22/2014,P,0.297358,0,21,-0.012199
SPX 140222P1450000,1450,2/22/2014,P,0.292513,34,7402,-0.012078
SPX 140222P1455000,1455,2/22/2014,P,0.292159,0,49,-0.013016
SPX 140222P1460000,1460,2/22/2014,P,0.28951,0,3912,-0.013435
SPX 140222P1465000,1465,2/22/2014,P,0.28683,0,25,-0.013861
SPX 140222P1470000,1470,2/22/2014,P,0.285109,0,138,-0.01456
SPX 140222P1475000,1475,2/22/2014,P,0.283294,0,4172,-0.015267
SPX 140222P1480000,1480,2/22/2014,P,0.28048,8,44,-0.01572
SPX 140222P1485000,1485,2/22/2014,P,0.277641,0,15,-0.016182
SPX 140222P1490000,1490,2/22/2014,P,0.275647,0,23,-0.016919
SPX 140222P1495000,1495,2/22/2014,P,0.273576,0,6,-0.017667
SPX 140222P1500000,1500,2/22/2014,P,0.272231,207,11697,-0.01869
SPX 140222P1505000,1505,2/22/2014,P,0.268447,0,5,-0.018931
SPX 140222P1510000,1510,2/22/2014,P,0.266202,0,37,-0.019715
SPX 140222P1515000,1515,2/22/2014,P,0.263159,0,6,-0.020244
SPX 140222P1520000,1520,2/22/2014,P,0.261529,0,75,-0.021322
SPX 140222P1525000,1525,2/22/2014,P,0.259109,1,8064,-0.022147
SPX 140222P1530000,1530,2/22/2014,P,0.256635,0,146,-0.022987
SPX 140222P1535000,1535,2/22/2014,P,0.253464,0,1950,-0.023574
SPX 140222P1540000,1540,2/22/2014,P,0.252162,31,5314,-0.024985
SPX 140222P1545000,1545,2/22/2014,P,0.249526,0,0,-0.025876
SPX 140222P1550000,1550,2/22/2014,P,0.246846,30,10296,-0.026786
SPX 140222P1555000,1555,2/22/2014,P,0.244124,0,12,-0.027716
SPX 140222P1560000,1560,2/22/2014,P,0.241911,0,4960,-0.028936
SPX 140222P1565000,1565,2/22/2014,P,0.239625,0,22,-0.030179
SPX 140222P1570000,1570,2/22/2014,P,0.23727,5,3446,-0.031446
SPX 140222P1575000,1575,2/22/2014,P,0.234352,0,6167,-0.032467
SPX 140222P1580000,1580,2/22/2014,P,0.232364,5,1807,-0.034056
SPX 140222P1585000,1585,2/22/2014,P,0.229819,0,31,-0.035402
SPX 140222P1590000,1590,2/22/2014,P,0.227664,0,3133,-0.037049
SPX 140222P1595000,1595,2/22/2014,P,0.224992,0,111,-0.038457
SPX 140222P1600000,1600,2/22/2014,P,0.223519,803,32331,-0.040708
SPX 140222P1605000,1605,2/22/2014,P,0.219896,0,35,-0.041646
SPX 140222P1610000,1610,2/22/2014,P,0.218622,39,421,-0.044241
SPX 140222P1615000,1615,2/22/2014,P,0.216067,10,31,-0.046067
SPX 140222P1620000,1620,2/22/2014,P,0.213807,38,8329,-0.048204
SPX 140222P1625000,1625,2/22/2014,P,0.211459,16,7793,-0.050387
SPX 140222P1630000,1630,2/22/2014,P,0.208689,22,5772,-0.052352
SPX 140222P1635000,1635,2/22/2014,P,0.20553,5,1171,-0.0541
SPX 140222P1640000,1640,2/22/2014,P,0.203922,0,8016,-0.057244
SPX 140222P1645000,1645,2/22/2014,P,0.200951,10,67,-0.059377
SPX 140222P1650000,1650,2/22/2014,P,0.199108,2030,32273,-0.062638
SPX 140222P1655000,1655,2/22/2014,P,0.197133,5,29,-0.065962
SPX 140222P1660000,1660,2/22/2014,P,0.195032,12,446,-0.069354
SPX 140222P1665000,1665,2/22/2014,P,0.191761,0,68,-0.071778
SPX 140222P1670000,1670,2/22/2014,P,0.189975,4,497,-0.075853
SPX 140222P1675000,1675,2/22/2014,P,0.18804,382,9288,-0.080007
SPX 140222P1680000,1680,2/22/2014,P,0.185024,6,7885,-0.083227
SPX 140222P1685000,1685,2/22/2014,P,0.183306,0,29,-0.088084
SPX 140222P1690000,1690,2/22/2014,P,0.181424,237,6576,-0.093036
SPX 140222C1695000,1695,2/22/2014,C,0.16581,0,21,0.91555
SPX 140222P1695000,1695,2/22/2014,P,0.179387,0,356,-0.098095
SPX 140222C1700000,1700,2/22/2014,C,0.164174,0,827,0.910171
SPX 140222P1700000,1700,2/22/2014,P,0.176799,1465,41878,-0.102783
SPX 140222C1705000,1705,2/22/2014,C,0.163222,0,632,0.903559
SPX 140222P1705000,1705,2/22/2014,P,0.17449,0,465,-0.108097
SPX 140222C1710000,1710,2/22/2014,C,0.162837,0,45,0.895778
SPX 140222P1710000,1710,2/22/2014,P,0.172421,2505,8443,-0.114036
SPX 140222C1715000,1715,2/22/2014,C,0.159796,0,0,0.891118
SPX 140222P1715000,1715,2/22/2014,P,0.170196,27,6137,-0.120122
SPX 140222C1720000,1720,2/22/2014,C,0.15818,0,561,0.884156
SPX 140222P1720000,1720,2/22/2014,P,0.168168,20,10981,-0.126837
SPX 140222C1725000,1725,2/22/2014,C,0.15744,0,1794,0.875507
SPX 140222P1725000,1725,2/22/2014,P,0.165971,1760,17797,-0.133734
SPX 140222C1730000,1730,2/22/2014,C,0.15504,0,768,0.868746
SPX 140222P1730000,1730,2/22/2014,P,0.164258,13,2154,-0.141697
SPX 140222C1735000,1735,2/22/2014,C,0.152486,0,0,0.861768
SPX 140222P1735000,1735,2/22/2014,P,0.161719,37,171,-0.148965
SPX 140222C1740000,1740,2/22/2014,C,0.150742,0,261,0.853082
SPX 140222P1740000,1740,2/22/2014,P,0.159632,42,2919,-0.157329
SPX 140222C1745000,1745,2/22/2014,C,0.150002,0,4,0.842337
SPX 140222P1745000,1745,2/22/2014,P,0.157647,11,30,-0.166339
SPX 140222C1750000,1750,2/22/2014,C,0.147204,5,5445,0.834155
SPX 140222P1750000,1750,2/22/2014,P,0.155182,3220,33676,-0.175182
SPX 140222C1755000,1755,2/22/2014,C,0.145667,0,4,0.823437
SPX 140222P1755000,1755,2/22/2014,P,0.153625,0,4164,-0.185901
SPX 140222C1760000,1760,2/22/2014,C,0.143879,0,785,0.812473
SPX 140222P1760000,1760,2/22/2014,P,0.151301,22,9287,-0.196095
SPX 140222C1765000,1765,2/22/2014,C,0.142373,0,4,0.800401
SPX 140222P1765000,1765,2/22/2014,P,0.149537,13,4219,-0.207721
SPX 140222C1770000,1770,2/22/2014,C,0.140347,0,568,0.788439
SPX 140222P1770000,1770,2/22/2014,P,0.147775,16,991,-0.219993
SPX 140222C1775000,1775,2/22/2014,C,0.138812,2,9642,0.774991
SPX 140222P1775000,1775,2/22/2014,P,0.145287,1198,7205,-0.23191
SPX 140222C1780000,1780,2/22/2014,C,0.136759,5,1150,0.761568
SPX 140222P1780000,1780,2/22/2014,P,0.143733,1510,6033,-0.245858
SPX 140222C1785000,1785,2/22/2014,C,0.135133,2,220,0.746713
SPX 140222P1785000,1785,2/22/2014,P,0.141677,15,395,-0.259837
SPX 140222C1790000,1790,2/22/2014,C,0.133434,5,2346,0.731154
SPX 140222P1790000,1790,2/22/2014,P,0.140011,20,1841,-0.275097
SPX 140222C1795000,1795,2/22/2014,C,0.131865,0,12445,0.714584
SPX 140222P1795000,1795,2/22/2014,P,0.138053,20,184,-0.290754
SPX 140222C1800000,1800,2/22/2014,C,0.130188,30,17659,0.697313
SPX 140222P1800000,1800,2/22/2014,P,0.136222,3143,26995,-0.307372
SPX 140222C1805000,1805,2/22/2014,C,0.128392,1,12469,0.679312
SPX 140222P1805000,1805,2/22/2014,P,0.13449,98,109,-0.32491
SPX 140222C1810000,1810,2/22/2014,C,0.126865,12,8312,0.660111
SPX 140222P1810000,1810,2/22/2014,P,0.132832,23,290,-0.343336
SPX 140222C1815000,1815,2/22/2014,C,0.125374,230,638,0.640038
SPX 140222P1815000,1815,2/22/2014,P,0.131035,4,789,-0.362428
SPX 140222C1820000,1820,2/22/2014,C,0.124091,29,1520,0.618963
SPX 140222P1820000,1820,2/22/2014,P,0.129276,46,364,-0.38238
SPX 140222C1825000,1825,2/22/2014,C,0.121486,5293,13844,0.597992
SPX 140222P1825000,1825,2/22/2014,P,0.127538,4339,4272,-0.403158
SPX 140222C1830000,1830,2/22/2014,C,0.120002,11,2897,0.575316
SPX 140222P1830000,1830,2/22/2014,P,0.1258,33,149,-0.42473
SPX 140222C1835000,1835,2/22/2014,C,0.118479,11,1363,0.551885
SPX 140222P1835000,1835,2/22/2014,P,0.124411,44,131,-0.447167
SPX 140222C1840000,1840,2/22/2014,C,0.116899,19,11123,0.527725
SPX 140222P1840000,1840,2/22/2014,P,0.122802,1121,575,-0.470197
SPX 140222C1845000,1845,2/22/2014,C,0.11561,113,126,0.502896
SPX 140222P1845000,1845,2/22/2014,P,0.121322,95,48,-0.493856
SPX 140222C1850000,1850,2/22/2014,C,0.113868,2697,17694,0.47741
SPX 140222P1850000,1850,2/22/2014,P,0.119957,3948,2002,-0.518013
SPX 140222C1855000,1855,2/22/2014,C,0.112751,8,366,0.45165
SPX 140222P1855000,1855,2/22/2014,P,0.118695,1,5,-0.542532
SPX 140222C1860000,1860,2/22/2014,C,0.111336,2188,8063,0.425413
SPX 140222P1860000,1860,2/22/2014,P,0.117158,0,68,-0.567537
SPX 140222C1865000,1865,2/22/2014,C,0.109979,114,5033,0.398965
SPX 140222P1865000,1865,2/22/2014,P,0.115328,0,5,-0.59313
SPX 140222C1870000,1870,2/22/2014,C,0.108671,260,4733,0.372464
SPX 140222P1870000,1870,2/22/2014,P,0.114129,2,5,-0.618322
SPX 140222C1875000,1875,2/22/2014,C,0.107412,4703,17369,0.346056
SPX 140222P1875000,1875,2/22/2014,P,0.113593,16,101,-0.642563
SPX 140222C1880000,1880,2/22/2014,C,0.106202,1704,6027,0.319929
SPX 140222P1880000,1880,2/22/2014,P,0.112571,5,105,-0.667159
SPX 140222C1885000,1885,2/22/2014,C,0.105468,2,1237,0.295052
SPX 140222P1885000,1885,2/22/2014,P,0.111851,0,0,-0.690886
SPX 140222C1890000,1890,2/22/2014,C,0.104398,626,4577,0.270148
SPX 140222P1890000,1890,2/22/2014,P,0.111257,0,10,-0.713829
SPX 140222C1895000,1895,2/22/2014,C,0.103416,16,123,0.246112
SPX 140222P1895000,1895,2/22/2014,P,0.110594,1,8,-0.736232
SPX 140222C1900000,1900,2/22/2014,C,0.103038,1598,18144,0.224298
SPX 140222P1900000,1900,2/22/2014,P,0.110102,8,2,-0.757531
SPX 140222C1905000,1905,2/22/2014,C,0.102365,118,562,0.202824
SPX 140222P1905000,1905,2/22/2014,P,0.108595,0,0,-0.780209
SPX 140222C1910000,1910,2/22/2014,C,0.101913,41,420,0.182966
SPX 140222P1910000,1910,2/22/2014,P,0.109559,0,0,-0.796507
SPX 140222C1915000,1915,2/22/2014,C,0.10147,271,2153,0.164251
SPX 140222P1915000,1915,2/22/2014,P,0.108238,0,0,-0.816947
SPX 140222C1920000,1920,2/22/2014,C,0.100758,52,8866,0.146065
SPX 140222P1920000,1920,2/22/2014,P,0.108317,0,10,-0.833197
SPX 140222C1925000,1925,2/22/2014,C,0.100775,2064,11541,0.130877
SPX 140222P1925000,1925,2/22/2014,P,0.108554,0,0,-0.848034
SPX 140222C1930000,1930,2/22/2014,C,0.099902,6371,5846,0.114725
SPX 140222P1930000,1930,2/22/2014,P,0.110003,0,0,-0.8591
SPX 140222C1935000,1935,2/22/2014,C,0.100778,97,447,0.103895
SPX 140222P1935000,1935,2/22/2014,P,0.109775,0,0,-0.873011
SPX 140222C1940000,1940,2/22/2014,C,0.099525,6812,4966,0.08927
SPX 140222P1940000,1940,2/22/2014,P,0.112418,0,0,-0.879717
SPX 140222C1945000,1945,2/22/2014,C,0.101388,50,63,0.082604
SPX 140222P1945000,1945,2/22/2014,P,0.111804,0,0,-0.892645
SPX 140222C1950000,1950,2/22/2014,C,0.101774,992,8456,0.073563
SPX 140222P1950000,1950,2/22/2014,P,0.114871,0,0,-0.897144
SPX 140222C1955000,1955,2/22/2014,C,0.102302,17,36,0.065636
SPX 140222P1955000,1955,2/22/2014,P,0.114361,0,0,-0.908221
SPX 140222C1960000,1960,2/22/2014,C,0.102747,57,3407,0.05834
